Name,Ticker
DOLPHIN CAPITAL INVESTORS LIMITED,LON:DCI
DOMINO'S PIZZA GROUP PLC,LON:DOM
DORIC NIMROD AIR ONE LIMITED,LON:DNA
DORIC NIMROD AIR THREE LIMITED,LON:DNA3
DORIC NIMROD AIR TWO LIMITED,LON:DNA2
DOTDIGITAL GROUP PLC,LON:DOTD
DOWNING FOUR VCT PLC,LON:D467
DOWNING FOUR VCT PLC,LON:D4G
DOWNING FOUR VCT PLC,LON:D4H
DOWNING FOUR VCT PLC,LON:D4OA
DOWNING FOUR VCT PLC,LON:D4OO
DOWNING FOUR VCT PLC,LON:D4SA
DOWNING FOUR VCT PLC,LON:D4SO
DOWNING FOUR VCT PLC,LON:DO1D
DOWNING ONE VCT PLC,LON:DDV1
DOWNING STRATEGIC MICRO-CAP INVESTMENT TRUST PLC,LON:DSM
DOWNING THREE VCT PLC,LON:DP3F
DOWNING THREE VCT PLC,LON:DP3H
DOWNING THREE VCT PLC,LON:DP3J
DOWNING TWO VCT PLC,LON:DP2F
DOWNING TWO VCT PLC,LON:DP2G
DOWNING TWO VCT PLC,LON:DP2K
DP AIRCRAFT I LIMITED,LON:DPA
DP EURASIA N.V.,LON:DPEU
DP POLAND PLC,LON:DPP
DRAGANFLY INVESTMENTS LIMITED,LON:DRG
DRAGON-UKRAINIAN PROPERTIES & DEVELOPMENT PLC,LON:DUPD
DRAPER ESPRIT PLC,LON:GROW
DRAX GROUP PLC,LON:DRX
DRIVER GROUP PLC,LON:DRV
DRUM INCOME PLUS REIT PLC,LON:DRIP
DUKEMOUNT CAPITAL PLC,LON:DKE
DUKE ROYALTY LIMITED,LON:DUKE
DUNEDIN ENTERPRISE INVESTMENT TRUST PLC,LON:DNE
DUNEDIN INCOME GROWTH INVESTMENT TRUST PLC,LON:DIG
DUNEDIN SMALLER COMPANIES INVESTMENT TRUST PLC,LON:DNDL
DUNELM GROUP PLC,LON:DNLM
DX (GROUP) PLC,LON:DX.
EAGLE EYE SOLUTIONS GROUP PLC,LON:EYE
EARTHPORT PLC,LON:EPO
EASYHOTEL PLC,LON:EZH
EASYJET PLC,LON:EZJ
EBIQUITY PLC,LON:EBQ
ECCLESIASTICAL INSURANCE OFFICE PLC,LON:ELLA
ECHO ENERGY PLC,LON:ECHO
ECKOH PLC,LON:ECK
ECO ANIMAL HEALTH GROUP PLC,LON:EAH
ECO (ATLANTIC) OIL & GAS LTD,LON:ECO
ECOFIN GLOBAL UTILITIES AND INFRASTRUCTURE TRUST PLC,LON:EGL
ECR MINERALS PLC,LON:ECR
ECSC GROUP PLC,LON:ECSC
EDDIE STOBART LOGISTICS PLC,LON:ESL
EDEN RESEARCH PLC,LON:EDEN
EDENVILLE ENERGY PLC,LON:EDL
EDGE PERFORMANCE VCT PLC,LON:EDGH
EDGE PERFORMANCE VCT PLC,LON:EDGI
EDINBURGH DRAGON TRUST PLC,LON:EFM
EDINBURGH INVESTMENT TRUST PLC,LON:EDIN
EDINBURGH WORLDWIDE INVESTMENT TRUST PLC,LON:EWI
EDISTON PROPERTY INVESTMENT COMPANY PLC,LON:EPIC
EF REALISATION COMPANY LIMITED,LON:EFR
EGDON RESOURCES PLC,LON:EDR
EI GROUP PLC,LON:EIG
EIH PLC,LON:EIH
EJF INVESTMENTS LTD,LON:EJFI
EJF INVESTMENTS LTD,LON:EJFZ
EKF DIAGNOSTICS HOLDINGS PLC,LON:EKF
ELAND OIL & GAS PLC,LON:ELA
ELDERSTREET DRAPER ESPRIT VCT PLC,LON:EDV
ELECOSOFT PLC,LON:ELCO
ELECTRA PRIVATE EQUITY PLC,LON:ELTA
ELECTROCOMPONENTS PLC,LON:ECM
ELEGANT HOTELS GROUP PLC,LON:EHG
ELEKTRON TECHNOLOGY PLC,LON:EKT
ELEMENTIS PLC,LON:ELM
EL ORO LTD,LON:ELX
EMIS GROUP PLC,LON:EMIS
EMMERSON PLC,LON:EML
EMPIRIC STUDENT PROPERTY PLC,LON:ESP
EMPRESARIA GROUP PLC,LON:EMR
EMPYREAN ENERGY PLC,LON:EME
ENDEAVOUR INTERNATIONAL CORPORATION,LON:ENDV
ENERGEAN OIL & GAS PLC,LON:ENOG
ENERGISER INVESTMENTS PLC,LON:ENGI
ENQUEST PLC,LON:ENQ
ENTEQ UPSTREAM PLC,LON:NTQ
ENTERTAINMENT ONE LTD.,LON:ETO
EPE SPECIAL OPPORTUNITIES PLC,LON:ESO
EP GLOBAL OPPORTUNITIES TRUST PLC,LON:EPG
EPWIN GROUP PLC,LON:EPWN
EQTEC PLC,LON:EQT
EQUATORIAL PALM OIL PLC,LON:PAL
EQUINITI GROUP PLC,LON:EQN
ERGOMED PLC,LON:ERGO
ERRIS RESOURCES PLC,LON:ERIS
ESCAPE HUNT PLC,LON:ESC
ESERVGLOBAL LIMITED,LON:ESG
ESSENTRA PLC,LON:ESNT
ESTABLISHMENT INVESTMENT TRUST PLC,LON:ET.
ESURE GROUP PLC,LON:ESUR
E-THERAPEUTICS PLC,LON:ETX
ETHERNITY NETWORKS LTD,LON:ENET
EURASIA MINING PLC,LON:EUA
EUROCELL PLC,LON:ECEL
EUROMONEY INSTITUTIONAL INVESTOR PLC,LON:ERM
EUROPA METALS LTD,LON:EUZ
EUROPA OIL & GAS (HOLDINGS) PLC,LON:EOG
EUROPEAN ASSETS TRUST NV,LON:49BI
EUROPEAN ASSETS TRUST NV,LON:EAT
EUROPEAN METALS HOLDINGS LIMITED,LON:EMH
EUROPEAN WEALTH GROUP LIMITED,LON:EWG
EU SUPPLY PLC,LON:EUSP
EVERYMAN MEDIA GROUP PLC,LON:EMAN
EVE SLEEP PLC,LON:EVE
EVGEN PHARMA PLC,LON:EVG
EVRAZ PLC,LON:EVR
EVR HOLDINGS PLC,LON:EVRH
EXILLON ENERGY PLC,LON:EXI
EXPERIAN PLC,LON:EXPN
FAIRFX GROUP PLC,LON:FFX
FAIR OAKS INCOME LIMITED,LON:FA14
FAIR OAKS INCOME LIMITED,LON:FAIR
FALANX GROUP LIMITED,LON:FLX
FALCON OIL & GAS LTD.,LON:FOG
FANDANGO HOLDINGS PLC,LON:FHP
FAROE PETROLEUM PLC,LON:FPM
FARON PHARMACEUTICALS OY,LON:FARN
FASTFORWARD INNOVATIONS LIMITED,LON:FFWD
FASTJET PLC,LON:FJET
FBD HOLDINGS PLC,LON:FBH
F&C CAPITAL & INCOME INVESTMENT TRUST PLC,LON:FCI
F&C COMMERCIAL PROPERTY TRUST LIMITED,LON:FCPT
F&C GLOBAL SMALLER COMPANIES PLC,LON:FCS
F&C MANAGED PORTFOLIO TRUST PLC,LON:FMPG
F&C MANAGED PORTFOLIO TRUST PLC,LON:FMPI
F&C PRIVATE EQUITY TRUST PLC,LON:FPEO
F&C UK HIGH INCOME TRUST PLC,LON:FHI
F&C UK HIGH INCOME TRUST PLC,LON:FHIB
F&C UK HIGH INCOME TRUST PLC,LON:FHIU
F&C UK REAL ESTATE INVESTMENTS LIMITED,LON:FCRE
FDM GROUP (HOLDINGS) PLC,LON:FDM
FEEDBACK PLC,LON:FDBK
FERGUSON PLC,LON:FERG
FERREXPO PLC,LON:FXPO
FEVERTREE DRINKS PLC,LON:FEVR
FFI HOLDINGS PLC,LON:FFI
FIDELITY ASIAN VALUES PLC,LON:FAS
FIDELITY ASIAN VALUES PLC,LON:FASS
FIDELITY CHINA SPECIAL SITUATIONS PLC,LON:FCSS
FIDELITY EUROPEAN VALUES PLC,LON:FEV
FIDELITY JAPAN TRUST PLC,LON:FJV
FIDELITY SPECIAL VALUES PLC,LON:FSV
FIDESSA GROUP PLC,LON:FDSA
FIH GROUP PLC,LON:FIH
FILTA GROUP HOLDINGS PLC,LON:FLTA
FILTRONIC PLC,LON:FTC
FINDEL PLC,LON:FDL
FINSBURY FOOD GROUP PLC,LON:FIF
FINSBURY GROWTH & INCOME TRUST PLC,LON:FGT
FIREANGEL SAFETY TECHNOLOGY GROUP PLC,LON:FA.
FIRESTONE DIAMONDS PLC,LON:FDI
FIRST DERIVATIVES PLC,LON:FDP
FIRSTGROUP PLC,LON:FGP
FIRST PROPERTY GROUP PLC,LON:FPO
FISHER (JAMES) & SONS PLC,LON:FSJ
FISHGUARD & ROSSLARE RAILWAYS & HARBOURS COMPANY,LON:72GU
FISHING REPUBLIC PLC,LON:FISH
FISKE PLC,LON:FKE
FLETCHER KING PLC,LON:FLK
FLOWGROUP PLC,LON:FLOW
FLOWTECH FLUIDPOWER PLC,LON:FLO
FLYBE GROUP PLC,LON:FLYB
FLYING BRANDS LD,LON:FBDU
FOCUSRITE PLC,LON:TUNE
FOOTASYLUM PLC,LON:FOOT
FORBIDDEN TECHNOLOGIES PLC,LON:FBT
FOREIGN & COLONIAL INVESTMENT TRUST PLC,LON:FRCL
FORESIGHT 4 VCT PLC,LON:FTF
FORESIGHT SOLAR FUND LIMITED,LON:FSFL
FORESIGHT SOLAR & INFRASTRUCTURE VCT PLC,LON:FTSV
FORESIGHT VCT PLC,LON:FTV
FORTERRA PLC,LON:FORT
FOX MARBLE HOLDINGS PLC,LON:FOX
FOXTONS GROUP PLC,LON:FOXT
FRAGRANT PROSPERITY HOLDINGS LIMITED,LON:FPP
FRANCHISE BRANDS PLC,LON:FRAN
FRENCH CONNECTION GROUP PLC,LON:FCCN
FRENKEL TOPPING GROUP PLC,LON:FEN
FRESNILLO PLC,LON:FRES
FRONTERA RESOURCES CORPORATION,LON:FRR
FRONTIER DEVELOPMENTS PLC,LON:FDEV
FRONTIER IP GROUP PLC,LON:FIPP
FRONTIER SMART TECHNOLOGIES GROUP LIMITED,LON:FST
FULCRUM UTILITY SERVICES LD,LON:FCRM
"FULLER, SMITH & TURNER PLC",LON:53GW
"FULLER, SMITH & TURNER PLC",LON:54GW
"FULLER, SMITH & TURNER PLC",LON:FSTA
FUNDING CIRCLE SME INCOME FUND LIMITED,LON:FCIF
FUNDSMITH EMERGING EQUITIES TRUST PLC,LON:FEET
FUSION ANTIBODIES PLC,LON:FAB
FUTURA MEDICAL PLC,LON:FUM
FUTURE PLC,LON:FUTR
G3 EXPLORATION LIMITED,LON:G3E
G4S PLC,LON:GFS
GABELLI MERGER PLUS+ TRUST PLC,LON:GMP
GABELLI VALUE PLUS+ TRUST PLC,LON:GVP
GALANTAS GOLD CORPORATION,LON:GAL
GALILEO RESOURCES PLC,LON:GLR
GALLIFORD TRY PLC,LON:GFRD
GAMA AVIATION PLC,LON:GMAA
GAME DIGITAL PLC,LON:GMD
GAMES WORKSHOP GROUP PLC,LON:GAW
GAMING REALMS PLC,LON:GMR
GAMMA COMMUNICATIONS PLC,LON:GAMA
GAN PLC,LON:GAN
GATELEY (HOLDINGS) PLC,LON:GTLY
GATTACA PLC,LON:GATC
GBGI LIMITED,LON:GBGI
GB GROUP PLC,LON:GBG
GCM RESOURCES PLC,LON:GCM
GCP ASSET BACKED INCOME FUND LIMITED,LON:GABI
GCP INFRASTRUCTURE INVESTMENTS LIMITED,LON:GCP
GCP STUDENT LIVING PLC,LON:DIGS
GEAR4MUSIC (HOLDINGS) PLC,LON:G4M
GEIGER COUNTER LIMITED,LON:GCL
GEIGER COUNTER LIMITED,LON:GCS
GEM DIAMONDS LIMITED,LON:GEMD
GENEDRIVE PLC,LON:GDR
GENEL ENERGY PLC,LON:GENL
GENERAL ACCIDENT PLC,LON:GACA
GENERAL ACCIDENT PLC,LON:GACB
GENERAL ELECTRIC COMPANY,LON:GEC
GENUS PLC,LON:GNS
GEORGIA CAPITAL PLC,LON:CGEO
GEORGIA HEALTHCARE GROUP PLC,LON:GHG
GEORGIAN MINING CORPORATION,LON:GEO
GETBUSY PLC,LON:GETB
GETECH GROUP PLC,LON:GTC
GFINITY PLC,LON:GFIN
GLANBIA PLC,LON:GLB
GLAXOSMITHKLINE PLC,LON:GSK
GLENCORE PLC,LON:GLEN
GLENVEAGH PROPERTIES PLC,LON:GLV
GLI FINANCE LIMITED,LON:GLIF
GLI FINANCE LIMITED,LON:GLIZ
GLOBALDATA PLC,LON:DATA
GLOBAL FIXED INCOME REALISATION LIMITED,LON:GFIR
GLOBAL INVACOM GROUP LIMITED,LON:GINV
GLOBAL PETROLEUM LIMITED,LON:GBP
GLOBAL PORTS HOLDING PLC,LON:GPH
GLOBAL RESOURCES INVESTMENT TRUST PLC,LON:GRIT
GLOBALWORTH REAL ESTATE INVESTMENTS LIMITED,LON:GWI
GO-AHEAD GROUP PLC,LON:GOG
GOALS SOCCER CENTRES PLC,LON:GOAL
GOCOMPARE.COM GROUP PLC,LON:GOCO
GOLDEN PROSPECT PRECIOUS METALS LIMITED,LON:GPM
GOLDEN PROSPECT PRECIOUS METALS LIMITED,LON:GPSS
GOLDEN ROCK GLOBAL PLC,LON:GCG
GOLDPLAT PLC,LON:GDP
GOLDSTONE RESOURCES LIMITED,LON:GRL
GOOCH & HOUSEGO PLC,LON:GHH
GOOD ENERGY GROUP PLC,LON:GOOD
GOODWIN PLC,LON:GDWN
GORDON DADDS GROUP PLC,LON:GOR
GORE STREET ENERGY STORAGE FUND PLC,LON:GSF
GRAFENIA PLC,LON:GRA
GRAINGER PLC,LON:GRI
GRAND FORTUNE HIGH GRADE LIMITED,LON:GFHG
GRAND VISION MEDIA HOLDINGS PLC,LON:GVMH
GRC INTERNATIONAL GROUP PLC,LON:GRC
GREATLAND GOLD PLC,LON:GGP
GREAT PORTLAND ESTATES PLC,LON:GPOR
GREAT WESTERN MINING CORPORATION PLC,LON:GWMO
GREENCOAT RENEWABLES PLC,LON:GRP
GREENCOAT UK WIND PLC,LON:UKW
GREENCORE GROUP PLC,LON:GNC
GREENE KING PLC,LON:GNK
GREEN REIT PLC,LON:GRN
GREEN & SMART HOLDINGS PLC,LON:GSH
GREGGS PLC,LON:GRG
GREKA DRILLING LIMITED,LON:GDL
GRESHAM HOUSE PLC,LON:GHE
GRESHAM HOUSE STRATEGIC PLC,LON:GHS
GRESHAM TECHNOLOGIES PLC,LON:GHT
GRIFFIN MINING LIMITED,LON:GFM
GRIT REAL ESTATE INCOME GROUP LIMITED,LON:GR1T
GROUND RENTS INCOME FUND PLC,LON:GRIO
GULF INVESTMENT FUND PLC,LON:GIF
GULF KEYSTONE PETROLEUM LTD,LON:GKP
GULF MARINE SERVICES PLC,LON:GMS
GUNSYND PLC,LON:GUN
GUSBOURNE PLC,LON:GUS
GVC HOLDINGS PLC,LON:GVC
GYG PLC,LON:GYG
HADRIAN'S WALL SECURED INVESTMENTS LIMITED,LON:HWSC
HADRIAN'S WALL SECURED INVESTMENTS LIMITED,LON:HWSL
HALFORDS GROUP PLC,LON:HFD
HALMA PLC,LON:HLMA
HALOSOURCE CORPORATION,LON:HAL
HALOSOURCE CORPORATION,LON:HALO
HAMMERSON PLC,LON:HMSO
HANSARD GLOBAL PLC,LON:HSD
HANSA TRUST PLC,LON:HAN
HANSA TRUST PLC,LON:HANA
HANSTEEN HOLDINGS PLC,LON:HSTN
HARBOURVEST GLOBAL PRIVATE EQUITY LIMITED,LON:HVPE
HARDIDE PLC,LON:HDD
HARDY OIL & GAS PLC,LON:HDY
HARGREAVE HALE AIM VCT 1 PLC,LON:HHV
HARGREAVES LANSDOWN PLC,LON:HL.
HARGREAVES SERVICES PLC,LON:HSP
HARVEST MINERALS LIMITED,LON:HMI
HARVEY NASH GROUP PLC,LON:HVN
HARWOOD WEALTH MANAGEMENT GROUP PLC,LON:HW.
HARWORTH GROUP PLC,LON:HWG
HASTINGS GROUP HOLDINGS PLC,LON:HSTG
HAYDALE GRAPHENE INDUSTRIES PLC,LON:HAYD
HAYNES PUBLISHING GROUP PLC,LON:HYNS
HAYS PLC,LON:HAS
HAZEL RENEWABLE ENERGY VCT 1 PLC,LON:HR1A
HAZEL RENEWABLE ENERGY VCT 1 PLC,LON:HR1O
HAZEL RENEWABLE ENERGY VCT 2 PLC,LON:HR2A
HAZEL RENEWABLE ENERGY VCT 2 PLC,LON:HR2O
HEADLAM GROUP PLC,LON:HEAD
HEATH (SAMUEL) & SONS PLC,LON:HSM
HEAVITREE BREWERY PLC,LON:HVT
HEAVITREE BREWERY PLC,LON:HVTA
HEAVITREE BREWERY PLC,LON:HVTB
HELICAL PLC,LON:HLCL
HELIOS UNDERWRITING PLC,LON:HUW
HEMOGENYX PHARMACEUTICALS PLC,LON:HEMO
HENDERSON ALTERNATIVE STRATEGIES TRUST PLC,LON:HAST
HENDERSON DIVERSIFIED INCOME TRUST PLC,LON:HDIV
HENDERSON EUROPEAN FOCUS TRUST PLC,LON:HEFT
HENDERSON EUROTRUST PLC,LON:HNE
HENDERSON FAR EAST INCOME LIMITED,LON:HFEL
HENDERSON HIGH INCOME TRUST PLC,LON:HHI
HENDERSON INTERNATIONAL INCOME TRUST PLC,LON:HINT
HENDERSON OPPORTUNITES TRUST PLC,LON:HOT
HENDERSON SMALLER COMPANIES INVESTMENT TRUST PLC,LON:44IO
HENDERSON SMALLER COMPANIES INVESTMENT TRUST PLC,LON:HSL
HERALD INVESTMENT TRUST PLC,LON:HRI
HERENCIA RESOURCES PLC,LON:HER
HERMES PACIFIC INVESTMENTS PLC,LON:HPAC
HG CAPITAL TRUST PLC,LON:HGT
HIBERNIA REIT P.L.C.,LON:HBRN
HICL INFRASTRUCTURE COMPANY LD,LON:HICL
HIDONG ESTATE PLC,LON:HID
HIGHBRIDGE MULTI-STRATEGY FUND LIMITED,LON:HMSF
HIGHCROFT INVESTMENTS PLC,LON:HCFT
HIGHLAND GOLD MINING LD,LON:HGM
HIGHLANDS NATURAL RESOURCES PLC,LON:HNR
HIGHWAY CAPITAL PLC,LON:HWC
HIKMA PHARMACEUTICALS PLC,LON:HIK
HILL & SMITH HOLDINGS PLC,LON:HILS
HILTON FOOD GROUP PLC,LON:HFG
HIPGNOSIS SONGS FUND LIMITED,LON:SONG
HISCOX LTD,LON:HSX
HML HOLDINGS PLC,LON:HMLH
HOCHSCHILD MINING PLC,LON:HOC
HOLDERS TECHNOLOGY PLC,LON:HDT
HOLLYWOOD BOWL GROUP PLC,LON:BOWL
HOMESERVE PLC,LON:HSV
HONEYCOMB INVESTMENT TRUST PLC,LON:HONY
HONEYWELL INTERNATIONAL INCORPORATED,LON:HON
HONG KONG LAND HOLDINGS LD,LON:HKLB
HONG KONG LAND HOLDINGS LD,LON:HKLD
HONG KONG LAND HOLDINGS LD,LON:HKLJ
HORIZON DISCOVERY GROUP PLC,LON:HZD
HORIZONTE MINERALS PLC,LON:HZM
HORNBY PLC,LON:HRN
HOSTELWORLD GROUP PLC,LON:HSW
HOTEL CHOCOLAT GROUP PLC,LON:HOTC
HOWDEN JOINERY GROUP PLC,LON:HWDN
HSBC HOLDINGS PLC,LON:HSBA
HSS HIRE GROUP PLC,LON:HSS
H&T GROUP PLC,LON:HAT
HUMMINGBIRD RESOURCES PLC,LON:HUM
HUNTERS PROPERTY PLC,LON:HUNT
HUNTING PLC,LON:HTG
HUNTSWORTH PLC,LON:HNT
HURRICANE ENERGY PLC,LON:HUR
HUTCHISON CHINA MEDITECH LIMITED,LON:HCM
HVIVO PLC,LON:HVO
HWANGE COLLIERY COMPANY LIMITED,LON:HWA
HYDRODEC GROUP PLC,LON:HYR
HYDROGEN GROUP PLC,LON:HYDG
I3 ENERGY PLC,LON:I3E
IBSTOCK PLC,LON:IBST
ICG ENTERPRISE TRUST PLC,LON:ICGT
ICG-LONGBOW SENIOR SECURED UK PROPERTY DEBT INVESTMENTS LIMITED,LON:LBOW
IDEAGEN PLC,LON:IDEA
IDE GROUP HOLDINGS PLC,LON:IDE
IDOX PLC,LON:IDOX
IENERGIZER LD,LON:IBPO
IFG GROUP PLC,LON:IFP
IGAS ENERGY PLC,LON:IGAS
IG DESIGN GROUP PLC,LON:IGR
IG GROUP HOLDINGS PLC,LON:IGG
ILIKA PLC,LON:IKA
IMAGE SCAN HOLDINGS PLC,LON:IGE
IMAGINATIK PLC,LON:IMTK
IMIMOBILE PLC,LON:IMO
IMI PLC,LON:IMI
IMMEDIA GROUP PLC,LON:IME
IMMOTION GROUP PLC,LON:IMMO
IMMUNODIAGNOSTIC SYSTEMS HOLDINGS PLC,LON:IDH
IMMUPHARMA PLC,LON:IMM
IMPACT HEALTHCARE REIT PLC,LON:IHR
IMPAX ASSET MANAGEMENT GROUP PLC,LON:IPX
IMPAX ENVIRONMENTAL MARKETS PLC,LON:IEM
IMPELLAM GROUP PLC,LON:IPEL
IMPERIAL BRANDS PLC,LON:IMB
INCHCAPE PLC,LON:INCH
INCOME & GROWTH VCT (THE) PLC,LON:IGV
INDEPENDENT INVESTMENT TRUST PLC,LON:IIT
INDEPENDENT NEWS & MEDIA PLC,LON:INM
INDEPENDENT OIL & GAS PLC,LON:IOG
INDIA CAPITAL GROWTH FUND LIMITED,LON:IGC
INDIGOVISION GROUP PLC,LON:IND
INDIVIOR PLC,LON:INDV
INDUS GAS LIMITED,LON:INDI
I-NEXUS GLOBAL PLC,LON:INX
INFORMA PLC,LON:INF
INFRASTRATA PLC,LON:INFA
INFRASTRUCTURE INDIA PLC,LON:IIP
INGENIOUS ENTERTAINMENT VCT 1 PLC,LON:IE1G
INGENIOUS ENTERTAINMENT VCT 1 PLC,LON:IE1H
INGENIOUS ENTERTAINMENT VCT 2 PLC,LON:IEVG
INGENIOUS ENTERTAINMENT VCT 2 PLC,LON:IEVH
INGENTA PLC,LON:ING
INLAND HOMES PLC,LON:INL
INLAND ZDP PLC,LON:INLZ
INMARSAT PLC,LON:ISAT
INNOVADERMA PLC,LON:IDP
INSPIRATION HEALTHCARE GROUP PLC,LON:IHC
INSPIRED ENERGY PLC,LON:INSE
INSPIRIT ENERGY HOLDINGS PLC,LON:INSP
INSTEM PLC,LON:INS
INTEGRAFIN HOLDINGS PLC,LON:IHP
INTEGRATED DIAGNOSTICS HOLDINGS PLC,LON:IDHC
INTEGUMEN PLC,LON:SKIN
INTERCEDE GROUP PLC,LON:IGP
INTERCONTINENTAL HOTELS GROUP PLC,LON:IHG
INTERMEDIATE CAPITAL GROUP PLC,LON:ICP
INTERNATIONAL BIOTECHNOLOGY TRUST PLC,LON:IBT
INTERNATIONAL BUSINESS MACHINES CORPORATION,LON:IBM
INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A.,LON:IAG
INTERNATIONAL FERRO METALS LIMITED,LON:IFL
INTERNATIONAL PERSONAL FINANCE PLC,LON:IPF
INTERNATIONAL PUBLIC PARTNERSHIPS LD,LON:INPP
INTERSERVE PLC,LON:IRV
INTERTEK GROUP PLC,LON:ITRK
INTU PROPERTIES PLC,LON:INTU
INVESCO ASIA TRUST PLC,LON:IAT
INVESCO INCOME GROWTH TRUST PLC,LON:IVI
INVESCO PERPETUAL ENHANCED INCOME LIMITED,LON:IPE
INVESCO PERPETUAL SELECT TRUST PLC,LON:IVPB
INVESCO PERPETUAL SELECT TRUST PLC,LON:IVPG
INVESCO PERPETUAL SELECT TRUST PLC,LON:IVPM
INVESCO PERPETUAL SELECT TRUST PLC,LON:IVPU
INVESCO PERPETUAL UK SMALLER COMPANIES INVESTMENT TRUST PLC,LON:IPU
INVESTEC INVESTMENT TRUST PLC,LON:46HA
INVESTEC INVESTMENT TRUST PLC,LON:47HA
INVESTEC PLC,LON:INVP
INVESTEC PLC,LON:INVR
INVESTMENT COMPANY PLC,LON:INV
IOFINA PLC,LON:IOF
IOMART GROUP PLC,LON:IOM
IP GROUP PLC,LON:IPO
IQE PLC,LON:IQE
IRF EUROPEAN FINANCE INVESTMENTS LTD,LON:IRF
IRISH CONTINENTAL GROUP PLC,LON:ICGC
IRONRIDGE RESOURCES LIMITED,LON:IRR
IRONVELD PLC,LON:IRON
ITACONIX PLC,LON:ITX
ITE GROUP PLC,LON:ITE
ITM POWER PLC,LON:ITM
ITV PLC,LON:ITV
IWG PLC,LON:IWG
IXICO PLC,LON:IXI
J2 ACQUISITION LIMITED,LON:JTWO
JADESTONE ENERGY INC,LON:JSE
JAMES HALSTEAD PLC,LON:JHD
JAMES HALSTEAD PLC,LON:JHDA
JANGADA MINES PLC,LON:JAN
JARDINE LLOYD THOMPSON GROUP PLC,LON:JLT
JARDINE MATHESON HOLDINGS LD,LON:JAR
JARDINE MATHESON HOLDINGS LD,LON:JARB
JARDINE MATHESON HOLDINGS LD,LON:JARJ
JARDINE STRATEGIC HOLDINGS LD,LON:88EI
JARDINE STRATEGIC HOLDINGS LD,LON:JDS
JARDINE STRATEGIC HOLDINGS LD,LON:JDSB
JARVIS SECURITIES PLC,LON:JIM
JAYWING PLC,LON:JWNG
JD SPORTS FASHION PLC,LON:JD.
JERSEY ELECTRICITY PLC,LON:JEL
JERSEY OIL AND GAS PLC,LON:JOG
JKX OIL & GAS PLC,LON:JKX
JOHN LAING ENVIRONMENTAL ASSETS GROUP LIMITED,LON:JLEN
JOHN LAING GROUP PLC,LON:JLG
JOHN LAING INFRASTRUCTURE FUND LIMITED,LON:JLIF
JOHN LEWIS OF HUNGERFORD PLC,LON:JLH
JOHNSON MATTHEY PLC,LON:JMAT
JOHNSON SERVICE GROUP PLC,LON:JSG
JOHNSTON PRESS PLC,LON:JPR
JOULES GROUP PLC,LON:JOUL
JPEL PRIVATE EQUITY LIMITED,LON:JPEL
JPJ GROUP PLC,LON:JPJ
JPMORGAN AMERICAN INVESTMENT TRUST PLC,LON:JAM
JPMORGAN ASIAN INVESTMENT TRUST PLC,LON:JAI
JPMORGAN BRAZIL INVESTMENT TRUST PLC,LON:JPB
JPMORGAN CHINESE INVESTMENT TRUST PLC,LON:JMC
JPMORGAN CLAVERHOUSE INVESTMENT TRUST PLC,LON:JCH
JPMORGAN ELECT PLC,LON:JPE
JPMORGAN ELECT PLC,LON:JPEC
JPMORGAN ELECT PLC,LON:JPEI
JPMORGAN EMERGING MARKETS INVESTMENT TRUST PLC,LON:JMG
JPMORGAN EUROPEAN INVESTMENT TRUST PLC,LON:JETG
JPMORGAN EUROPEAN INVESTMENT TRUST PLC,LON:JETI
JPMORGAN EURO SMALL CO. TRUST PLC,LON:JESC
JPMORGAN GLOBAL CONVERTIBLES INCOME FUND LIMITED,LON:JGCI
JPMORGAN GLOBAL EMERGING MARKETS INCOME TRUST PLC,LON:JEMI
JPMORGAN GLOBAL GROWTH & INCOME PLC,LON:JPGI
JPMORGAN INDIAN INVESTMENT TRUST PLC,LON:JII
JPMORGAN JAPANESE INVESTMENT TRUST PLC,LON:JFJ
JPMORGAN JAPAN SMALLER CO TST PLC,LON:JPS
JPMORGAN JAPAN SMALLER CO TST PLC,LON:JPSS
JPMORGAN MID CAPITAL INVESTMENT TRUST PLC,LON:JMF
JPMORGAN MULTI-ASSET TRUST PLC,LON:MATE
JPMORGAN RUSSIAN SECURITIES PLC,LON:JRS
JPMORGAN SMALLER COMPANIES INVESTMENT TRUST PLC,LON:JMI
JPMORGAN US SMALLER CO. INV TST PLC,LON:JUSC
JTC PLC,LON:JTC
JUBILEE METALS GROUP PLC,LON:JLP
JUDGES SCIENTIFIC PLC,LON:JDG
JUPITER EMERGING & FRONTIER INCOME TRUST PLC,LON:JEFI
JUPITER EUROPEAN OPPORTUNITIES TRUST PLC,LON:JEO
JUPITER FUND MANAGEMENT PLC,LON:JUP
JUPITER GREEN INVESTMENT TRUST PLC,LON:JGC
JUPITER UK GROWTH INVESTMENT TRUST PLC,LON:JUKG
JUPITER US SMALLER COMPANIES PLC,LON:JUS
JURIDICA INVESTMENTS LIMITED,LON:JIL
JUST EAT PLC,LON:JE.
JUST GROUP PLC,LON:JUST
JZ CAPITAL PARTNERS LIMITED,LON:JZCP
JZ CAPITAL PARTNERS LIMITED,LON:JZCZ
K3 BUSINESS TECHNOLOGY GROUP PLC,LON:KBT
K3 CAPITAL GROUP PLC,LON:K3C
KAINOS GROUP PLC,LON:KNOS
